gɹæs	kɹas
sɔnsɹæɹlfɔk	sɔnsɹaɹlfɔk
nɛɸiɹltsoɹn	nɛpiɹltsoɹn
gɹænsgɹinup	kɹansgɹɪnʊb
lɹæɹndɹɛɹsgɹɔɹ	lɹaɹndɹɛɹskɹɔɹ
kæɹssɹæɹdlɹuk	kaɹssɹaɹdlɹʊg
ɸøɹbfæɹddæfp	peɹpfaɹtdafp
nukgɹɛlbɹiɹp	nukgɹɛlbɹɪɹb
snæɹziklɹɔt	snaɹtiklɹɔd
bɹeɹfloŋgɹɛk	bɹeɹflonkɹɛk
bɹɛɹbɹɛɹfɸos	pɹɛɹbɹɛɹfpos
ɸodtsuɹsnɹæt	podtsuɹsnɹad
sɛɹltsesgɹæɹf	tɛɹltsesgɹaɹf
qɔgbɹiɹldɹɛt	kɔgpɹɪɹltɹɛd
bɹɛɹnɔbdɹoɹt	bɹɛɹnɔbtɹoɹd
tsipɸisβœf	tsɪpfɪsbɛf
tsostdɹokbɹip	tsostdɹokpɹip
futɢobfɹæɹk	fʊtgobfɹaɹk
dæɹbɹiɹgɹɔɹt	daɹbɹiɹkɹɔɹd
βuɹsgɹestɣɛt	buɹskɹestgɛt
snepsnoɹgsæfp	snepsnoɹgsafp
tsiɹndɹuɹdfɹɔɹ	tsɪɹndɹʊɹtfɹɔɹ
zusdɹuɹsbɹek	dustɹuɹsbɹek
ɹɔsɸuɹfsot	ɹɔspuɹftod
fɔndɹɛfpsɔɹt	fɔntɹɛfpsɔɹd
tsiɹŋxenslɹol	tsiɹnkenslɹol
fɹɔɹŋgɹɔssɹæst	fɹɔɹnkɹɔssɹast
nustdɹɔsɹæɹk	nusttɹɔsɹaɹk
sɹiɹffikfɹæn	sɹɪɹffikfɹan
bɹɛɹdsnɛpsɔns	bɹɛɹdsnɛptɔns
siɹlidpyst	tɪɹlidpɪst
nɹiddɹoblɹɛɹn	nɹɪddɹoblɹɛɹn
fɹetnɹubɹol	fɹetnɹʊpɹol
sɛfpɸɛɹlbɹost	sɛfpfɛɹlbɹost
dɹiɹblɹiɹfæt	tɹɪɹblɹiɹfad
gɹɛɹbsɹoɹdsnip	gɹɛɹpsɹoɹtsnib
ɢufppɸudnɹip	gufppfudnɹib
likɸœɹssok	likpɛɹssog
sɹibɹiɹgpɸiɹf	sɹipɹiɹgpfiɹf
nɹɔkzifptsuns	nɹɔkdɪfptsuns
dɹuŋɣegbɹɔp	dɹʊngegbɹɔp
ɹɛɹgbɹunsfɹæk	ɹɛɹgbɹʊnsfɹak
tsæɹlsɹiɹgɸøp	tsaɹlsɹiɹgpep
aɹgɸøfbɹuɹl	aɹkpefbɹuɹl
qɔɹlgɹæɹlfɹuɹt	kɔɹlgɹaɹlfɹuɹt
sɛtɸonstsɛɹn	sɛtponstsɛɹn
sɹɛfpbɹæɹlɢɔst	sɹɛfppɹaɹlgɔst
ɸolbɹulsæɹn	polbɹʊlsaɹn
fɹiɹddɹeslɹuɹp	fɹiɹdtɹeslɹʊɹb
βoɹssnotfuk	boɹssnotfug
gɹɔɹdgɹoɹdsniɹk	gɹɔɹtkɹoɹdsnɪɹk
sniɹbgɹunsfuɹn	snɪɹpgɹʊnsfʊɹn
sɹukbɹoɹfgɹi	sɹukpɹoɹfkɹɪ
qusbɹællɔf	kʊsbɹallɔf
sinssnifpɸoɹt	tɪnssnɪfppoɹt
tsiɹbysɹep	tsɪɹbɪsɹeb
lɹubɹɛɹbgɹust	lɹʊpɹɛɹpkɹust
dɹuɹgɹæpdɹɛɹp	dɹʊɹkɹapdɹɛɹb
dɹiklɹuktseɹ	dɹɪklɹuktseɹ
pɸɔɹnseŋgɹiɹ	pfɔɹnsengɹiɹ
dɹæɹfiɹlsnɛɹk	tɹaɹfiɹlsnɛɹg
gɹɔɹfgɹɔlgɹens	kɹɔɹfgɹɔlkɹens
xiɹltsiɹdgɹiɹ	kiɹltsiɹtgɹiɹ
nɹuɹblufpɸɔp	nɹuɹblʊfpfɔp
soɹndɹiɹdɹos	soɹntɹiɹtɹos
βuɹgβoɹgɣiɹt	buɹgboɹggɪɹt
oɹŋgɹilsɛs	oɹngɹɪlsɛs
dɹokniɹsfɹɔp	tɹokniɹsfɹɔp
snuɹlbɹoddɹet	snʊɹlpɹoddɹet
sɛsziszɔɹt	tɛsdisdɔɹt
faaɹnup	faaɹnʊp
fusgɹæssuɹf	fuskɹassuɹf
pɸæsdɹeɹstsest	pfastɹeɹstsest
lensgɹutnɹɛɹn	lensgɹʊtnɹɛɹn
sninɹunsnɹiɹt	sninɹʊnsnɹiɹt
ɹɛklɹuɹgdɹep	ɹɛklɹuɹgtɹeb
lɹiɹlɹuɹlbɹufp	lɹiɹlɹʊɹlbɹʊfp
lɹofdɹilbɹis	lɹofdɹilbɹis
gɹæɹmβœɹgsnɛɹk	gɹaɹnbɛɹksnɛɹk
gænszɛɹdɹeɹk	gansdɛɹtɹeɹg
zikpɸiɹdnæs	dikpfɪɹdnas
dɹiɹsnɛbnuf	dɹiɹsnɛbnuf
snuɹgdæɹbkæt	snuɹkdaɹbkat
fɹupgɹoɹgfɹɔk	fɹʊpkɹoɹkfɹɔg
bɹistzɛbɢut	bɹistdɛbgud
sæɹsnodpɸɔfp	saɹsnodpfɔfp
ɹuɹfgɹɛstβøɹp	ɹuɹfkɹɛstbeɹb
zugɹæɹβuɹk	dʊkɹaɹbuɹk
nɔtsæɹsβuɹp	nɔtsaɹsbuɹp
xeɹsleɹgqoɹp	keɹsleɹkkoɹp
nɹikbɹusɔp	nɹɪkbɹusɔp
βoɹβossit	boɹbossɪd
snosβuɹbpɸiɹ	snosbʊɹppfiɹ
sneɹldɹustɸɔɹf	sneɹltɹʊstpɔɹf
loɹmβufnɹuɹk	loɹnbʊfnɹʊɹg
sɹædgæstdæp	sɹadgastdab
gɹæklidseɹn	gɹaklɪdseɹn
pɸufɹælluɹs	pfʊfɹalluɹs
ɢubnɔfpnæɹ	gʊbnɔfpnaɹ
snæɹsβɔnɛɹ	snaɹsbɔnɛɹ
ɸuɹgpɸɛɹsnɹin	pʊɹkpfɛɹsnɹin
fɹuɹszugbɹɛɹf	fɹuɹsdʊgpɹɛɹf
lɹolnunszuɹ	lɹolnunsduɹ
sneɹnlɹɔxes	sneɹnlɹɔkes
dɹoɹbɹefnɹiɹp	dɹoɹbɹefnɹɪɹb
suɹgɹizeɹt	sʊɹgɹideɹt
gɹɔɹgsubsuɹp	gɹɔɹgsʊbtʊɹb
gɹoɹsɹiɱfɹuɹf	kɹoɹsɹinfɹʊɹf
ɹiɹbɹuɹssɹɔp	ɹɪɹbɹʊɹssɹɔb
fɔnsdɹofpsnæf	fɔnstɹofpsnaf
ɸogbɹæsdɹæɹp	pogpɹasdɹaɹp
ɹitβønsɔɹ	ɹitbentɔɹ
ɛɹsnɔstgɹuk	ɛɹsnɔstgɹʊk
sɛfzikdɹæɹk	tɛfdikdɹaɹk
sɹiɹdfɔɹβif	sɹɪɹdfɔɹbif
dɹufbɹopqɔp	tɹufbɹopkɔp
sɔɹdbɹiɹdbɹɛns	tɔɹdbɹiɹtpɹɛns
nɛsnɹoɹɱfɹɛs	nɛsnɹoɹnfɹɛs
fɹiɹdgɹistfiɹ	fɹɪɹtgɹɪstfɪɹ
βuɹbtsɛdbɹus	buɹptsɛdbɹʊs
suɣellɹup	tʊgellɹub
nɹodligdɹust	nɹodligdɹʊst
pɸɛbgɹudneɹk	pfɛbkɹudneɹg
ɣɛɹlbɹuɹlfɛp	gɛɹlbɹʊɹlfɛp
bɹopgɹɛɹbzeɹ	pɹopgɹɛɹbdeɹ
fɹilfɔtzeɹf	fɹilfɔtdeɹf
sɹuɹɹiɹnufp	sɹʊɹɹɪɹnufp
nɹoslæɹgdɹoɹt	nɹoslaɹktɹoɹt
tsinsɹæɹbɣit	tsɪnsɹaɹbgɪt
nolsækɸis	nolsakpis
ɹɔkdɹeɹbsnup	ɹɔkdɹeɹpsnʊp
zupgɹuɹffiɹf	dupkɹuɹffiɹf
bɹugsnokbɹɛl	bɹugsnokbɹɛl
dɹuɹfdægɹup	tɹʊɹfdakɹʊp
lɹogɹɔgnɹens	lɹokɹɔgnɹens
bɹidsubpɸuɹl	bɹidtʊbpfuɹl
gæppɸɔɹzist	gappfɔɹtɪst
snɔtlɹipbyɹl	snɔtlɹɪpbɪɹl
fɹɔfsɛnsuɹ	fɹɔfsɛnsʊɹ
dɹensfiɹbnik	dɹensfiɹbnig
dɹæɹdlɔtbɹuɹs	dɹaɹdlɔtbɹuɹs
βoɹbsnugfuɹp	boɹpsnʊgfuɹb
gɹæɹlbɹædbyt	gɹaɹlpɹadbɪd
bɹuɹfqoɹgnɹut	bɹʊɹfkoɹgnɹʊd
suɹfnɔɹbluɹk	suɹfnɔɹplʊɹg
liɹzɔgpɸul	liɹtɔgpfʊl
sɔɹflɛɹgnoɹl	sɔɹflɛɹknoɹl
ɹestɣɛɹfsun	ɹestgɛɹftun
utsneksɹɔl	utsneksɹɔl
dɹuɹffænsæns	dɹʊɹffansans
gɹeɹllɹɔsgæt	gɹeɹllɹɔsgat
sɹuɹlɹɛstβøɹp	sɹuɹlɹɛstbeɹp
liɹfnɹeɹddɹɔp	lɪɹfnɹeɹdtɹɔb
gɹeɹbqoɹdɹæl	gɹeɹpkoɹtɹal
fæɹfsnæɹdbɹeɹp	faɹfsnaɹtpɹeɹb
tsuɹŋxitxɛp	tsuɹnkɪtkɛb
gɹuɹdɸøgdɹeɹk	kɹʊɹdpegdɹeɹk
nɹæpsɹibɹeɹp	nɹapsɹɪpɹeɹp
nɹidsnuɹdsuns	nɹɪdsnʊɹtsʊns
dɹopdɹiɹssoɹt	tɹoptɹiɹssoɹd
bɹɔlgɹifxest	pɹɔlkɹɪfkest
nɹuɹbnɔmbɹeɹs	nɹuɹpnɔnpɹeɹs
zumbɹɔɹdnɹiɹt	dunbɹɔɹtnɹiɹt
βøɹfɸɶɹbtsɔst	beɹfpaɹbtsɔst
gɹɛkβɔfpnɹok	gɹɛkbɔfpnɹok
lɹiɹlβøɹlfɹik	lɹiɹlbeɹlfɹig
quttsunzɔk	kuttsʊndɔk
gɹɛɹgpɸuɹgfi	kɹɛɹkpfuɹgfi
ɔɹdtæbɹɔɹk	ɔɹdtabɹɔɹk
bɹiɹfsɹiɹdβɔɹ	bɹiɹfsɹiɹtbɔɹ
sɹofppɸiɹsɢɔɹt	sɹofppfɪɹsgɔɹd
dɹiβikdɹus	tɹibikdɹʊs
ɸɶɹftsuplæk	paɹftsuplak
pybsiptæɹt	pɪbtɪptaɹd
zubɹokgɹust	dʊpɹokgɹʊst
dɹoɹbpɸæŋqɔɹt	tɹoɹppfankɔɹd
zunnɹɔfβø	dunnɹɔfbe
zɛɹbdɹɔnsfɹit	dɛɹbdɹɔnsfɹɪd
fɹɛɹdbɹiɹbsnus	fɹɛɹdpɹɪɹbsnʊs
gɹɛɹssiɹgdɹest	kɹɛɹstiɹgtɹest
nitlɹiɹbɣist	nɪtlɹɪɹbgɪst
sɹifgɹuɹgbɹoɹn	sɹɪfkɹʊɹgbɹoɹn
bɹɔɹbgɹuɹdzɛɹs	bɹɔɹbkɹʊɹtdɛɹs
fuɹmpɸɛɹlquɹk	fʊɹnpfɛɹlkʊɹg
zinspɸolsnen	dɪnspfolsnen
ɣɛfpdɹɛnsɹɔns	gɛfpdɹɛnsɹɔns
feɹfxiskæf	feɹfkiskaf
seneɹsnɹɛɹt	teneɹsnɹɛɹt
byɹgxedsnufp	bɪɹkkedsnʊfp
tsægtsinspɸeɹp	tsagtsinspfeɹb
fɔɹdɹuŋxit	fɔɹdɹʊnkɪt
lɹiɹgsistbɹɛs	lɹɪɹgsɪstpɹɛs
βolnɹinop	bolnɹɪnop
tsoɹdfepdɹɔf	tsoɹdfeptɹɔf
tsɔgtæɹgbɹiɹn	tsɔgtaɹkpɹiɹn
tænsnulɹæp	tansnʊlɹap
tsobbɹɔɹgɸɶl	tsobpɹɔɹkpal
suɹbɢuɢuɹl	tʊɹpgʊgʊɹl
zuɹdfoɹgnɛɹp	duɹdfoɹknɛɹb
gɹilipsos	gɹilɪpsos
lɹiɹdpɸuɹgliɹs	lɹɪɹdpfuɹklɪɹs
dɹekzeɹbtsɔt	dɹekdeɹbtsɔt
dɹunsɛɹdsuk	tɹunsɛɹtsʊg
xɛɹndɹumbɹeɹf	kɛɹndɹʊnbɹeɹf
uɹgβɶflɹuf	uɹgbaflɹuf
fɹɔpqosgæɹs	fɹɔpkosgaɹs
fɹuɹɱfɛtxefp	fɹuɹnfɛtkefp
nɹidgɹundɹiɹk	nɹidgɹʊndɹɪɹg
soɹndɹɛɹzɔ	soɹndɹɛɹdɔ
bɹedɹɛplɹufp	bɹedɹɛplɹufp
ɸuɹdnɛlsis	puɹtnɛltis
dɹɛplæɹlnoɹp	tɹɛplaɹlnoɹp
lɛɹdsuɹflɹiɹn	lɛɹtsuɹflɹiɹn
zuɹmpɸɔgsɹik	duɹnpfɔgsɹɪg
næɹlɣiɹfnep	naɹlgiɹfneb
bɹuplɹofpzɛst	bɹʊplɹofpdɛst
lɹonzɛmbɹiɹk	lɹondɛnbɹiɹg
gɹuɹggɹɔstzuɹt	gɹuɹggɹɔstdʊɹt
βøɹslɹɔɹlɢuf	beɹslɹɔɹlguf
nɹunsdɹɔnsɢus	nɹʊnstɹɔnsgʊs
ɸɔɹdnɹidbɹuɹn	pɔɹtnɹidpɹʊɹn
nɹiɹdpɸiɹmbɹons	nɹɪɹdpfiɹnpɹons
bɹiɹfɹɛtlɹiɹp	bɹiɹfɹɛtlɹiɹb
sɛɹgfiɹgpɸɛt	sɛɹgfiɹkpfɛd
bɹɔɹgfɹɛsus	pɹɔɹkfɹɛtʊs
lɹeɹzusnɹun	lɹeɹdusnɹun
gɹuflɹeldɹæt	gɹʊflɹeltɹat
lɹuɹbɹuɹɹɔt	lɹʊɹpɹuɹɹɔt
lɹɔɹmbɹɛɹfgɹil	lɹɔɹnpɹɛɹfgɹil
ɹendɹiɹlsɔk	ɹentɹiɹltɔg
ɣiɹglɛɹgnɹɔf	gɪɹklɛɹgnɹɔf
gɹinsxɛbɹiɹf	kɹɪnskɛbɹiɹf
dɹotfɹufnuɹp	tɹotfɹʊfnʊɹp
sniɹdsɹitdɹiɹl	sniɹdsɹɪtdɹɪɹl
bɹɛɹdsniɹgsɔɹs	pɹɛɹdsniɹgtɔɹs
ɹɛɹgβɶtsnuɹk	ɹɛɹkbatsnʊɹg
zedpɸɔkdɹop	dedpfɔktɹob
bɹɛnssitsɛl	bɹɛnstitsɛl
bɹuɹsɹusttsuɹf	pɹʊɹsɹʊsttsʊɹf
nɹættænsnɛk	nɹattansnɛk
lɹoɹdɣisnɹiɹt	lɹoɹdgisnɹɪɹt
snostliɹnɹiɹk	snostliɹnɹɪɹk
ɹiɹfgɹiɹgnɹɛɹp	ɹiɹfkɹiɹknɹɛɹp
seɹddæɹlnek	teɹtdaɹlneg
lɹæɹgnɛɹdsɹiɹk	lɹaɹgnɛɹtsɹɪɹk
zunsɹuɹbnɹe	dunsɹʊɹbnɹe
gɹukdɹeɹffuk	gɹuktɹeɹffʊg
suɹgtsofɢuf	tʊɹgtsofguf
lɹuɹssufpnɹɔp	lɹuɹssufpnɹɔb
sniɹlnɹunsquɹk	snɪɹlnɹunskʊɹk
snofdɹupnæt	snofdɹʊpnat
bɹɔstseɹŋqɔfp	bɹɔstteɹnkɔfp
niɹgɣifnɔɹn	niɹkgifnɔɹn
fɹeɹdɹɔnspɸiɹn	fɹeɹtɹɔnspfiɹn
dɹɛfpnɹibsɹoɹs	tɹɛfpnɹibsɹoɹs
fɹeɹdsɔɹglɛɹn	fɹeɹdtɔɹklɛɹn
aɹdfiɹdbɹɔn	aɹtfiɹdbɹɔn
snuklɹiknɹuɹp	snʊklɹɪknɹʊɹb
sɹiklɹiɹbɣik	sɹiklɹiɹpgɪk
ɸɔɹmβɶɹgdɹit	pɔɹnbaɹkdɹɪd
nodxiɹdqul	nodkiɹtkʊl
dɹuɹlnoɹblɹɛɹf	tɹuɹlnoɹblɹɛɹf
gɹestfeɹbtsæɹ	gɹestfeɹptsaɹ
dɹikfɹikzuk	dɹikfɹikdug
sɹuɹbgɹuɹdqɔɹl	sɹʊɹbkɹʊɹtkɔɹl
lɹufpsusbɹif	lɹʊfpsʊspɹif
sozudnuf	todudnuf
nɹɛgzoɹgsniɹs	nɹɛgdoɹgsniɹs
bɹɔfpgɹustqɔ	bɹɔfpgɹustkɔ
bybbɹikgɹɛɹl	bɪbpɹɪkgɹɛɹl
xeɸœɹbfɹif	kepɛɹpfɹif
fɹuɹdfɹɔpsnefp	fɹuɹtfɹɔpsnefp
pɸiɹbsnɔɹsluɹl	pfɪɹbsnɔɹsluɹl
lɛgsɹekbɹif	lɛgsɹekpɹif
lɹeɹbdɹustzop	lɹeɹptɹustdop
ɸuɹlgɹæɹgβul	puɹlgɹaɹkbul
bɹuɹgɸɶɸup	pɹuɹkpapʊp
gɹæssibbɹes	kɹastibbɹes
zobgæɹdxiɹk	dobgaɹdkɪɹg
bɹezudloɹk	bɹedudloɹg
sɛɹggɹɛpbɹɔɹp	tɛɹkgɹɛppɹɔɹb
gɹinsfifgɹuɹn	kɹinsfɪfgɹʊɹn
lulbɹenɹet	lʊlbɹenɹet
sɹiɹdsɔɹgnæɹt	sɹiɹdsɔɹgnaɹd
ɹustnɹugbɹoɹf	ɹustnɹugpɹoɹf
ɣittsæɹglist	gɪttsaɹglist
lɹiɹbnifɛp	lɹiɹbnifɛp
xɛstsɹumβɶl	kɛstsɹunbal
quɹdsunsuɹt	kʊɹtsuntuɹd
ɣɛɹffugpɸif	gɛɹffʊgpfɪf
bɹussenlust	bɹustenlʊst
ɔlkæɹglik	ɔlkaɹklik
dɹupsɹiɹspɸæk	dɹʊpsɹiɹspfag
βøtsuɹbsɹit	bettʊɹpsɹid
bɹogzuɹgquɹk	bɹogdʊɹkkuɹg
dɹolxigɹuɹ	dɹolkɪgɹuɹ
dɹistbɹeɹbbɹef	tɹɪstpɹeɹpbɹef
bɹebɹɛbfut	bɹepɹɛbfʊt
dɹugdɹæsgɹun	tɹʊgtɹasgɹun
nuɹdɹæɹglɔfp	nʊɹdɹaɹklɔfp
aplɔɹgfɹus	aplɔɹgfɹus
tsilfɹɛblek	tsilfɹɛbleg
suxiɹggɹot	sʊkɪɹggɹot
gɹiɹftsukbɹuɹp	gɹiɹftsʊkbɹʊɹb
xibɹesdɹen	kibɹestɹen
lɹifpdɹipdɹɔk	lɹifptɹipdɹɔk
gɹɛɹgβoɹlgɹæɹs	gɹɛɹgboɹlgɹaɹs
ziksefbɹot	dɪktefbɹot
quɹgsoɹlsɹɔɹt	kuɹksoɹlsɹɔɹd
gɹuɹbbɹɛkgɹɔɹp	gɹuɹpbɹɛkkɹɔɹp
qoɹbfɛstnɹuɹt	koɹpfɛstnɹʊɹt
lɹɛɹgsɔgpyt	lɹɛɹgtɔgpɪt
pɸæɹlɹænssniɹt	pfaɹlɹanssniɹt
djubniɹ	dɪʊbnɪɹ
tsilnɹobɹus	tsilnɹopɹʊs
tsuplisnɛɹp	tsuplisnɛɹp
dɹiɹfliɹdlɹæk	tɹiɹfliɹtlɹak
ɸuɹblæɹblɹuɹp	pʊɹblaɹplɹʊɹp
luɹmβɶslust	luɹnbaslust
gɹikfɹigβun	kɹikfɹɪgbʊn
bɹæɹfsnɔɹgfɹet	pɹaɹfsnɔɹkfɹed
bɹefplɹeɹlis	pɹefplɹeɹlɪs
aβœssɔst	abɛstɔst
dɹuɹbsɹisist	tɹʊɹpsɹisist
pɸiɹdgɹɔɹglɛf	pfɪɹtgɹɔɹklɛf
fɔtfɹɛtzup	fɔtfɹɛtdʊb
bɹisiɹnniɹp	bɹitiɹnnɪɹp
bɹɛqofptsoɹp	pɹɛkofptsoɹb
βøɹflɹoksuk	beɹflɹoksʊg
suɹsxiɹniɹl	tʊɹskiɹnɪɹl
fɹibzugsiɹk	fɹɪbdʊgsiɹg
lɹifpɸɹislɹoɹk	lɹifpfɹislɹoɹk
nuɹgdɹeɹgfɛp	nuɹgdɹeɹkfɛb
ɹudsæstzuɹf	ɹʊdsastduɹf
ɢuɹglɹeɹbtset	gʊɹglɹeɹptset
niɹnzɔɹnuɹk	niɹndɔɹnuɹg
gɹugfuɹbfæk	kɹugfʊɹpfag
gɹektsuɹŋgɹuɹl	gɹektsuɹnkɹuɹl
suŋqufppɸiɹl	tʊnkufppfiɹl
ɹiɹnsistæɹp	ɹɪɹnsɪstaɹb
dɹeɹldɹiɹndɹuɹt	dɹeɹldɹɪɹntɹʊɹt
gɹɔɹitsot	kɹɔɹitsot
zustsuɹdtsil	dustsuɹdtsɪl
sepsiɹgɸœk	sepsɪɹkpɛg
fɹoɹbluɹlfup	fɹoɹpluɹlfʊb
zɛlxikqɔf	dɛlkikkɔf
sussufpnɹo	tʊssufpnɹo
sɹættsɔɹstsæl	sɹattsɔɹstsal
ɸoɹbzɔby	poɹbdɔbɪ
bɹuɹlɣeɹgnɹæɹp	bɹuɹlgeɹknɹaɹb
sɹuklɹuɹfɢuf	sɹuklɹʊɹfguf
fɹebseɹŋgɹæp	fɹebteɹnkɹap
suplæɹlzuf	tuplaɹlduf
bɹiɹbnɔɹbsɹæf	pɹɪɹpnɔɹbsɹaf
tæfziktsɔɹl	tafdɪktsɔɹl
ɸɔɹltsiblɹen	pɔɹltsiblɹen
nɹeɹdlɹuɹdfɹop	nɹeɹdlɹʊɹdfɹop
qoɹsgɹɛɹbbɹuɹk	koɹsgɹɛɹbpɹuɹg
ɹuɹbsiɹdtsuk	ɹuɹpsiɹdtsug
lɔsgɹunsɣɛf	lɔsgɹunsgɛf
ɹigsɹɔfpbɹɛk	ɹigsɹɔfppɹɛg
ɹubzinsɔɹl	ɹubdintɔɹl
fɹibsubquɹk	fɹɪbsʊbkuɹg
sɹuɹsgɹæɹfgɹɔt	sɹuɹskɹaɹfkɹɔt
gɹoβoɹllɹuɹk	kɹoboɹllɹʊɹg
tsuɹdxetfɹɔɹk	tsuɹdketfɹɔɹg
pɸuɹbdɹupbɹip	pfuɹptɹupbɹɪp
dɹɔsɸøbɹoɹn	dɹɔspepɹoɹn
βossɹɔdfæs	bossɹɔdfas
dɹoɹsɹuɹgnɹɛk	tɹoɹsɹuɹknɹɛk
gɹepbɹæɹdqut	gɹepbɹaɹdkʊd
ɹiɹzoɸœf	ɹɪɹdopɛf
gɹifpɸøɹsfɔk	gɹɪfppeɹsfɔk
sulnɛɹgβɔf	tʊlnɛɹkbɔf
dɹeɹsbɹiɹfsuɹn	tɹeɹspɹɪɹfsʊɹn
gɹɔɹdɹeɹlɹiɹt	gɹɔɹtɹeɹlɹiɹt
bɹænɔtxefp	bɹanɔtkefp
dɹiɹssɔffɹuɹt	tɹɪɹstɔffɹuɹd
ɹiɹdlɹemɸøn	ɹɪɹdlɹenpen
bɹɛɹfsusdɹiɹl	bɹɛɹfsustɹɪɹl
gɹuɹmɸimɸoɹs	gɹuɹnpinpoɹs
bɹɔlgɹidluɹp	pɹɔlkɹɪdlʊɹb
lɹiɸɔɹbgɹoɹ	lɹipɔɹbkɹoɹ
zofɹoggɹiɹ	dofɹoggɹɪɹ
siklɹɔdgɹɛɹt	siklɹɔdkɹɛɹt
gɹiɹbdɹotgæp	kɹɪɹpdɹotgab
pɸeɹgnɔɹlpɸuf	pfeɹgnɔɹlpfʊf
sɹuɹfɸuɹgsɹoɹp	sɹʊɹfpʊɹksɹoɹp
ɹɛtnɹɛdɹel	ɹɛtnɹɛtɹel
bɹænnɹustfɹeɹt	bɹannɹʊstfɹeɹd
gɹɔbβiɱfɹons	gɹɔbbinfɹons
undɹiɹflɹuɹt	ʊndɹiɹflɹuɹd
bɹɛβuɹgɸut	bɹɛbʊɹgput
βɶdxeɹbnɹup	badkeɹbnɹup
sɔɹfnɹɔbnɹu	tɔɹfnɹɔbnɹu
fɹiɹlluɹggɹæɹt	fɹiɹllʊɹkgɹaɹd
suɹgɹɔɹftsɛt	sʊɹgɹɔɹftsɛd
nædɹɛstpɸoɹs	natɹɛstpfoɹs
gænsikdɹuɹt	gantiktɹʊɹd
iɹfsnæɹdβøst	iɹfsnaɹtbest
fɹæɹgsnutsot	fɹaɹksnʊttot
dɹænsxɛɹsgɹuɹs	tɹanskɛɹskɹuɹs
bɹɔsɣinsnoɹl	pɹɔsgɪnsnoɹl
bɹibbɹugsnæɹ	pɹibpɹugsnaɹ
qufdɹiɹddɹiɹt	kufdɹɪɹttɹiɹt
dɹɔtbɹɛmβɶɹp	dɹɔtbɹɛnbaɹb
gɹiɹbxɛɹgfɛns	kɹɪɹpkɛɹgfɛns
fuɹgsiɹsnit	fʊɹgtɪɹsnid
sɹufppɸoɹbgɹefp	sɹufppfoɹpgɹefp
tsuɹndɹikdɹɛl	tsuɹntɹiktɹɛl
sɹoβɶɹnup	sɹobaɹnup
sestɸuɹmbɹæn	testpʊɹnpɹan
sɹoɹdpynsβɶp	sɹoɹdpɪnsbab
dɹiɹbpɸoɹlqɔɹp	tɹɪɹppfoɹlkɔɹp
suɹsbɹoɹdsiɹl	suɹsbɹoɹtsɪɹl
fuɹdfɹubbyk	fʊɹdfɹubbɪk
seɹdsælsɔɹp	seɹdsalsɔɹp
aɹlɹulbɹufp	aɹlɹulpɹʊfp
snibfesneɹf	snibfesneɹf
quɹbfɔflɹeɹt	kʊɹpfɔflɹeɹt
lenspɸiɹndɹu	lenspfiɹntɹʊ
pɸæɹdtsɛfpɸɹæst	pfaɹdtsɛfpfɹast
lennæfβuk	lennafbʊg
gɹitpɸɛɹgpɸuɹk	gɹitpfɛɹgpfuɹk
snæɹfgɹubfɹuɹs	snaɹfkɹubfɹʊɹs
fɹɔɹddɹudzɔɹp	fɹɔɹddɹuddɔɹb
sɔŋxeɹŋɣip	tɔnkeɹngɪb
gɹetgɹiβɶns	gɹetkɹibans
bɹizensdɹiɹf	pɹidenstɹɪɹf
gɹeɹbɣiɹdseɹp	kɹeɹbgɪɹtseɹb
tsunlubgɹuɹp	tsʊnlubkɹuɹb
nɹæspɸɔɹgzɛt	nɹaspfɔɹgdɛd
uɹgdɹeɹdfɹiɹf	ʊɹkdɹeɹdfɹiɹf
bɹoɹgsnɔβɔn	bɹoɹksnɔbɔn
sniqɔɹdgɹæɹp	snɪkɔɹtkɹaɹp
ɣiɹbdɹuɹmbɹeɹs	giɹptɹuɹnpɹeɹs
fɹuɹbɣidlik	fɹʊɹbgidlɪg
snepdɹubgɹist	snepdɹʊbkɹist
nɹænsgɹɔɹgsɹɔk	nɹanskɹɔɹksɹɔg
lælnefpɸɛɹ	lalnefpfɛɹ
iɹgnæmɸɔɹn	iɹgnanpɔɹn
tsɔɹdpɸeɹnzɔt	tsɔɹdpfeɹndɔd
nɹɛstsɹætβɶs	nɹɛstsɹatbas
gɹubgɹɛfuns	kɹubkɹɛfuns
fɛɹbfɹɛɹdfɹɛp	fɛɹpfɹɛɹtfɹɛp
qutzudɹe	kʊtdʊtɹe
ɹefppɸunsdɹæɹt	ɹefppfunsdɹaɹd
gɹæɹdgɹeɹgsɹɔ	gɹaɹtgɹeɹgsɹɔ
gɹisfɹɔpsiɹt	kɹɪsfɹɔpsɪɹt
dɹusnisdɹæf	dɹusnɪsdɹaf
gɹiɹgsuɹnlɹɔns	kɹiɹgtʊɹnlɹɔns
nɔɹlɹɔɹglɹik	nɔɹlɹɔɹglɹɪk
fɹuɹllɹɔɹfpɸif	fɹʊɹllɹɔɹfpfif
lustbɹustβup	lʊstpɹustbʊb
snuɹndægxɛp	snuɹndagkɛp
ɢuɹllɹosgɹuk	gʊɹllɹoskɹuk
nɹiɹssɹoɹbnɹot	nɹɪɹssɹoɹbnɹod
